933,831,48,11,01:13.9,73923
933,831,49,11,01:13.7,73713
933,831,50,11,01:14.0,74013
933,831,51,10,01:14.6,74617
933,831,52,10,01:13.7,73745
933,831,53,10,01:13.2,73233
933,831,54,10,01:13.1,73075
933,831,55,10,01:13.3,73334
933,831,56,10,01:13.1,73093
933,831,57,10,01:13.0,73050
933,831,58,10,01:13.1,73102
933,831,59,10,01:13.2,73150
933,831,60,11,01:14.4,74436
933,831,61,11,01:15.4,75392
933,831,62,11,01:13.6,73578
933,831,63,11,01:13.6,73611
933,831,64,11,01:13.7,73661
933,831,65,11,01:14.3,74314
933,831,66,11,01:14.0,74041
933,831,67,11,01:14.4,74366
933,831,68,11,01:14.4,74375
933,831,69,11,01:13.8,73771
933,831,70,11,01:15.3,75255
933,832,1,9,01:42.2,102198
933,832,2,9,02:17.4,137391
933,832,3,9,02:04.3,124332
933,832,4,9,02:00.8,120792
933,832,5,9,01:51.0,111032
933,832,6,9,01:45.1,105136
933,832,7,9,01:16.9,76923
933,832,8,9,01:15.1,75110
933,832,9,9,01:14.4,74351
933,832,10,9,01:13.9,73854
933,832,11,9,01:14.2,74163
933,832,12,9,01:13.8,73796
933,832,13,9,01:13.7,73686
933,832,14,9,01:13.8,73801
933,832,15,9,01:13.7,73718
933,832,16,9,01:13.8,73816
933,832,17,9,01:13.6,73594
933,832,18,9,01:13.4,73375
933,832,19,9,01:13.6,73610
933,832,20,9,01:13.9,73939
933,832,21,9,01:13.5,73520
933,832,22,9,01:13.4,73435
933,832,23,9,01:13.9,73870
933,832,24,8,01:14.5,74531
933,832,25,9,01:16.9,76861
933,832,26,14,01:37.1,97097
933,832,27,14,01:13.4,73361
933,832,28,14,01:13.2,73234
933,832,29,14,01:13.5,73496
933,832,30,14,01:19.2,79178
933,832,31,14,01:22.6,82632
933,832,32,14,01:22.3,82272
933,832,33,14,01:23.9,83885
933,832,34,14,01:22.4,82411
933,832,35,15,01:30.8,90761
933,154,1,10,01:42.7,102739
933,154,2,10,02:18.8,138750
933,154,3,10,02:04.4,124385
933,154,4,10,01:59.7,119735
933,154,5,10,01:51.2,111200
933,154,6,10,01:44.4,104361
933,154,7,11,01:17.8,77752
933,154,8,11,01:15.1,75117
933,154,9,11,01:14.9,74893
933,154,10,11,01:13.9,73941
933,154,11,11,01:14.2,74196
933,154,12,11,01:14.5,74478
933,154,13,11,01:14.0,73957
933,154,14,11,01:13.6,73590
933,154,15,11,01:13.7,73698
933,154,16,11,01:13.9,73873
933,154,17,11,01:14.0,73993
933,154,18,11,01:13.5,73542
933,154,19,11,01:13.6,73602
933,154,20,11,01:13.6,73645
933,154,21,11,01:13.8,73772
933,154,22,11,01:13.6,73609
933,154,23,12,01:17.0,77035
933,154,24,14,01:31.5,91497
933,154,25,14,01:13.5,73500
933,154,26,12,01:13.3,73333
933,154,27,12,01:13.0,73039
933,154,28,12,01:13.0,73031
933,154,29,12,01:13.1,73103
933,154,30,12,01:13.0,72992
933,154,31,11,01:13.1,73094
933,154,32,11,01:13.6,73589
933,154,33,11,01:13.1,73063
933,154,34,11,01:12.9,72881
933,154,35,13,01:42.3,102318
933,815,1,11,01:43.9,103896
933,815,2,11,02:18.4,138375
933,815,3,11,02:04.5,124481
933,815,4,11,01:59.4,119388
933,815,5,11,01:52.0,111997
933,815,6,11,01:43.4,103416
933,815,7,10,01:17.1,77059
933,815,8,10,01:15.1,75123
933,815,9,10,01:14.5,74520
933,815,10,10,01:14.3,74259
933,815,11,10,01:14.1,74139
933,815,12,10,01:14.0,74035
933,815,13,10,01:14.0,73960
933,815,14,10,01:13.9,73936
933,815,15,10,01:13.8,73839
933,815,16,10,01:13.9,73917
933,815,17,10,01:13.8,73843
933,815,18,10,01:13.7,73710
933,815,19,10,01:13.4,73428
933,815,20,10,01:13.7,73695
933,815,21,10,01:13.8,73775
933,815,22,10,01:13.5,73530
933,815,23,10,01:13.8,73839
933,815,24,9,01:14.1,74130
933,815,25,8,01:14.1,74083
933,815,26,7,01:13.8,73810
933,815,27,5,01:13.8,73841
933,815,28,5,01:13.9,73861
933,815,29,5,01:13.7,73701
933,815,30,5,01:13.4,73413
933,815,31,5,01:13.8,73799
933,815,32,5,01:13.8,73828
933,815,33,5,01:13.8,73768
933,815,34,5,01:13.8,73786
933,815,35,5,01:14.7,74667
933,815,36,5,01:14.0,74026
933,815,37,5,01:13.9,73857
933,815,38,7,01:17.8,77809
933,815,39,12,01:35.7,95663
933,815,40,12,01:12.6,72566
933,815,41,12,01:12.6,72571
933,815,42,12,01:13.6,73639
933,815,43,11,01:13.1,73146
933,815,44,11,01:13.1,73108
933,815,45,11,01:13.4,73375
933,815,46,10,01:13.3,73281
933,815,47,10,01:12.9,72861
933,815,48,10,01:12.7,72679
933,815,49,10,01:12.7,72747
933,815,50,10,01:14.5,74489
933,815,51,9,01:12.9,72882
933,815,52,9,01:12.8,72770
933,815,53,9,01:12.5,72500
933,815,54,9,01:12.6,72579
933,815,55,9,01:12.7,72731
933,815,56,9,01:12.7,72673
933,815,57,9,01:14.8,74792
933,815,58,9,01:12.4,72377
933,815,59,9,01:12.8,72799
933,815,60,9,01:12.6,72572
933,815,61,9,01:12.6,72645
933,815,62,9,01:12.6,72623
933,815,63,9,01:13.2,73192
933,815,64,9,01:13.2,73222
933,815,65,9,01:13.3,73329
933,815,66,9,01:13.3,73272
933,815,67,9,01:13.1,73124
933,815,68,9,01:12.7,72668
933,815,69,9,01:12.8,72829
933,815,70,9,01:13.1,73141
933,813,1,12,01:44.6,104631
933,813,2,12,02:18.2,138199
933,813,3,12,02:04.6,124587
933,813,4,12,02:00.0,119950
933,813,5,12,01:51.7,111721
933,813,6,12,01:42.8,102778
933,813,7,12,01:17.5,77517
933,813,8,12,01:15.5,75504
933,813,9,12,01:14.9,74891
933,813,10,12,01:14.5,74498
933,813,11,12,01:14.2,74237
933,813,12,12,01:14.1,74068
933,813,13,12,01:13.9,73883
933,813,14,12,01:13.6,73635
933,813,15,12,01:13.7,73711
933,813,16,12,01:13.7,73735
933,813,17,12,01:13.7,73671
933,813,18,12,01:13.9,73933
933,813,19,12,01:13.5,73531
933,813,20,12,01:14.0,73959
933,813,21,12,01:13.7,73728
933,813,22,12,01:13.5,73496
933,813,23,11,01:13.8,73839
933,813,24,11,01:13.8,73790
933,813,25,10,01:14.3,74263
933,813,26,8,01:13.8,73819
933,813,27,6,01:13.8,73814
933,813,28,6,01:13.6,73649
933,813,29,6,01:13.7,73699
933,813,30,6,01:13.5,73462
933,813,31,6,01:13.5,73533
933,813,32,6,01:13.7,73662
933,813,33,6,01:14.1,74072
933,813,34,6,01:13.7,73668
933,813,35,6,01:14.1,74058
933,813,36,6,01:14.7,74708
933,813,37,8,01:17.7,77664
933,813,38,12,01:30.0,90045
933,813,39,11,01:13.4,73423
933,813,40,9,01:12.2,72204
933,813,41,9,01:12.5,72530
933,813,42,9,01:12.5,72521
933,813,43,9,01:12.8,72762
933,813,44,9,01:12.6,72608
933,813,45,9,01:13.2,73204
933,813,46,9,01:12.6,72564
933,813,47,9,01:12.5,72468
933,813,48,9,01:12.6,72587
933,813,49,9,01:13.6,73569
933,813,50,8,01:13.0,72995
933,813,51,8,01:12.2,72152
933,813,52,8,01:12.3,72269
933,813,53,8,01:12.3,72284
933,813,54,8,01:12.1,72113
933,813,55,8,01:12.1,72104
933,813,56,8,01:11.9,71888
933,813,57,8,01:11.8,71795
933,813,58,8,01:11.8,71785
933,813,59,8,01:12.5,72492
933,813,60,8,01:12.2,72233
933,813,61,8,01:12.7,72736
933,813,62,8,01:12.4,72439
933,813,63,8,01:12.5,72540
933,813,64,8,01:12.8,72836
933,813,65,8,01:12.3,72307
933,813,66,8,01:13.4,73380
933,813,67,8,01:13.5,73550
933,813,68,8,01:12.7,72734
933,813,69,7,01:16.1,76095
933,813,70,7,01:13.4,73436
933,826,1,13,01:45.2,105154
933,826,2,17,02:22.4,142352
933,826,3,15,02:03.1,123127
933,826,4,15,01:59.8,119807
933,826,5,15,01:52.0,111958
933,826,6,15,01:40.6,100620
933,826,7,15,01:18.0,77964
933,826,8,14,01:15.9,75859
933,826,9,14,01:15.3,75286
933,826,10,14,01:14.8,74788
933,826,11,14,01:15.4,75424
933,826,12,14,01:14.9,74895
933,826,13,14,01:14.8,74768
933,826,14,14,01:14.5,74496
933,826,15,14,01:14.3,74268
933,826,16,14,01:14.6,74627
933,826,17,14,01:14.9,74885
933,826,18,14,01:14.3,74278
933,826,19,14,01:14.2,74172
933,826,20,14,01:14.1,74147
933,826,21,14,01:14.2,74151
933,826,22,14,01:14.1,74074
933,826,23,14,01:14.2,74173
933,826,24,13,01:14.1,74145
933,826,25,12,01:14.2,74206
933,826,26,11,01:14.0,74005
933,826,27,10,01:14.7,74691
933,826,28,10,01:14.0,74038
933,826,29,11,01:15.2,75201
933,826,30,11,01:14.3,74273
933,826,31,12,01:15.1,75113
933,826,32,12,01:14.5,74462
933,826,33,12,01:14.2,74204
933,826,34,12,01:14.2,74193
933,826,35,11,01:13.6,73640
933,826,36,11,01:13.7,73717
933,826,37,11,01:14.3,74296
933,826,38,10,01:14.5,74498
933,826,39,9,01:14.1,74142
933,826,40,11,01:15.9,75898
933,826,41,11,01:14.4,74439
933,826,42,11,01:14.3,74327
933,826,43,12,01:14.8,74820
933,826,44,12,01:13.9,73942
933,826,45,12,01:18.2,78166
933,826,46,12,01:31.5,91548
933,826,47,12,01:14.5,74490
933,826,48,12,01:14.0,74026
933,826,49,12,01:12.6,72557
933,826,50,12,01:12.7,72703
933,826,51,12,01:12.6,72643
933,826,52,12,01:12.3,72325
933,826,53,12,01:12.5,72450
933,826,54,12,01:12.3,72316
933,826,55,12,01:12.6,72626
933,826,56,12,01:12.5,72465
933,826,57,12,01:12.6,72607
933,826,58,12,01:12.6,72595
933,826,59,12,01:12.7,72706
933,826,60,12,01:13.0,73003
933,826,61,12,01:13.0,72969
933,826,62,12,01:13.1,73096
933,826,63,12,01:13.1,73114
933,826,64,12,01:13.5,73530
933,826,65,12,01:14.0,73979
933,826,66,12,01:13.6,73593
933,826,67,12,01:13.5,73547
933,826,68,12,01:13.1,73122
933,826,69,12,01:13.4,73359
933,826,70,12,01:16.7,76717
933,828,1,14,01:45.7,105713
933,828,2,14,02:18.2,138158
933,828,3,17,02:07.9,127893
933,828,4,16,02:00.1,120129
933,828,5,16,01:51.8,111750
933,828,6,16,01:40.4,100443
933,828,7,16,01:17.5,77538
933,828,8,16,01:17.4,77425
933,828,9,15,01:16.2,76237
933,828,10,15,01:15.8,75779
933,828,11,15,01:15.1,75120
933,828,12,15,01:19.2,79166
933,828,13,16,01:27.7,87713
933,828,14,16,01:14.7,74736
933,828,15,16,01:14.6,74603
933,828,16,16,01:14.6,74586
933,828,17,16,01:14.2,74208
933,828,18,16,01:14.4,74398
933,828,19,16,01:14.8,74792
933,828,20,16,01:36.7,96718
933,828,21,16,01:17.7,77650
933,828,22,16,01:14.5,74537
933,828,23,16,01:16.6,76591
933,828,24,16,01:14.6,74585
933,828,25,16,01:14.5,74513
933,828,26,16,01:15.3,75257
933,828,27,16,01:14.4,74434
933,828,28,16,01:14.6,74563
933,828,29,16,01:14.2,74232
933,828,30,16,01:14.1,74073
933,828,31,16,01:14.1,74080
933,828,32,16,01:14.2,74204
933,828,33,16,01:15.1,75124
933,828,34,15,01:15.5,75500
933,828,35,14,01:14.4,74426
933,828,36,13,01:14.4,74365
933,828,37,13,01:13.9,73928
933,828,38,13,01:13.6,73586
933,828,39,13,01:13.7,73682
933,828,40,13,01:14.1,74057
933,828,41,13,01:16.0,76031
933,828,42,13,01:14.1,74142
933,828,43,13,01:14.0,74036
933,828,44,13,01:27.6,87574
933,828,45,13,01:18.8,78763
933,828,46,13,01:33.2,93207
933,828,47,13,01:13.4,73393
933,828,48,13,01:12.6,72649
933,828,49,13,01:13.0,73004
933,828,50,13,01:14.0,74036
933,828,51,13,01:14.3,74349
933,828,52,13,01:14.1,74148
933,828,53,13,01:12.8,72821
933,828,54,13,01:12.6,72560
933,828,55,13,01:12.6,72626
933,828,56,13,01:12.5,72516
933,828,57,13,01:12.8,72797
933,828,58,13,01:13.1,73069
933,828,59,13,01:12.8,72787
933,828,60,13,01:13.1,73060
933,828,61,13,01:13.1,73079
933,828,62,13,01:13.0,72959
933,828,63,13,01:13.2,73191
933,828,64,13,01:13.2,73244
933,828,65,13,01:13.5,73464
933,828,66,13,01:13.4,73352
933,828,67,13,01:13.9,73887
933,828,68,13,01:14.0,74039
933,828,69,13,01:16.2,76242
933,833,1,15,01:46.3,106309
933,833,2,13,02:17.1,137092
933,833,3,13,02:04.7,124662
933,833,4,13,01:59.9,119873
933,833,5,13,01:51.9,111937
933,833,6,13,01:42.6,102604
933,833,7,14,01:18.3,78279
933,833,8,15,01:17.5,77455
933,833,9,16,01:18.3,78337
933,833,10,16,01:16.9,76939
933,833,11,16,01:16.6,76629
933,833,12,16,01:16.5,76544
933,833,13,15,01:17.4,77359
933,833,14,15,01:16.1,76134
933,833,15,15,01:16.2,76170
933,833,16,15,01:16.2,76179
933,833,17,15,01:15.6,75608
933,833,18,15,01:15.7,75701
933,833,19,15,01:15.7,75654
933,833,20,15,01:17.4,77363
933,833,21,15,01:15.9,75924
933,833,22,15,01:15.8,75782
933,833,23,15,01:17.8,77783
933,833,24,15,01:16.1,76060
933,833,25,15,01:16.0,75968
933,833,26,15,01:17.2,77191
933,833,27,15,01:16.8,76841
933,833,28,15,01:16.1,76105
933,833,29,15,01:15.9,75926
933,833,30,15,01:15.9,75923
933,833,31,15,01:16.3,76269
933,833,32,15,01:17.4,77407
933,833,33,15,01:16.6,76575
933,833,34,16,01:20.7,80713
933,833,35,16,01:36.7,96661
933,833,36,14,01:15.7,75722
933,833,37,14,01:15.3,75292
933,833,38,14,01:15.2,75192
933,833,39,14,01:15.6,75589
933,833,40,14,01:15.0,75035
933,833,41,14,01:16.5,76537
933,833,42,14,01:16.2,76247
933,833,43,14,01:15.4,75430
933,833,44,14,01:15.3,75340
933,833,45,14,01:15.5,75453
933,833,46,14,01:15.2,75176
933,833,47,14,01:18.5,78497
933,833,48,14,01:15.1,75105
933,833,49,14,01:15.2,75158
933,833,50,14,01:15.0,74969
933,833,51,14,01:16.0,76036
933,833,52,14,01:15.6,75587
933,833,53,14,01:16.5,76457
933,833,54,14,01:15.1,75149
933,833,55,14,01:16.6,76582
933,833,56,14,01:15.2,75209
933,833,57,14,01:17.1,77127
933,833,58,14,01:14.9,74939
933,833,59,14,01:16.7,76691
933,833,60,14,01:16.7,76680
933,833,61,14,01:15.5,75502
933,833,62,14,01:15.3,75336
933,833,63,14,01:16.9,76869
933,833,64,14,01:17.4,77365
933,833,65,14,01:16.5,76458
933,833,66,14,01:15.3,75346
933,833,67,14,01:15.2,75197
933,833,68,14,01:15.2,75180
933,817,1,16,01:47.8,107791
933,817,2,15,02:17.7,137708
933,817,3,14,02:04.1,124128
933,817,4,14,01:59.9,119923
933,817,5,14,01:51.4,111412
933,817,6,14,01:41.6,101619
933,817,7,13,01:17.5,77494
933,817,8,13,01:15.7,75671
933,817,9,13,01:15.1,75099
933,817,10,13,01:14.8,74829
933,817,11,13,01:14.4,74376
933,817,12,13,01:14.5,74463
933,817,13,13,01:14.3,74283
933,817,14,13,01:14.6,74583
933,817,15,13,01:14.3,74288
933,817,16,13,01:14.2,74188
933,817,17,13,01:14.3,74290
933,817,18,13,01:14.1,74116
933,817,19,13,01:14.0,74037
933,817,20,13,01:14.1,74144
933,817,21,13,01:14.1,74071
933,817,22,13,01:14.1,74087
933,817,23,13,01:14.1,74130
933,817,24,12,01:14.3,74277
933,817,25,11,01:14.0,73985
933,817,26,10,01:14.1,74071
933,817,27,9,01:14.2,74160
933,817,28,9,01:13.9,73925
933,817,29,9,01:14.0,74031
933,817,30,9,01:13.9,73862
933,817,31,9,01:13.8,73764
933,817,32,9,01:13.9,73929
933,817,33,9,01:13.8,73801
933,817,34,9,01:13.7,73718
933,817,35,9,01:13.5,73512
933,817,36,9,01:13.7,73697
933,817,37,9,01:13.9,73941
933,817,38,8,01:13.9,73949
933,817,39,8,01:14.3,74329
933,817,40,8,01:14.1,74126
933,817,41,8,01:13.8,73846
933,817,42,8,01:13.8,73755
933,817,43,8,01:13.7,73659
933,817,44,8,01:13.7,73717
933,817,45,8,01:13.7,73711
933,817,46,8,01:13.6,73611
933,817,47,8,01:13.6,73618
933,817,48,8,01:13.8,73820
933,817,49,8,01:14.2,74204
933,817,50,9,01:18.2,78162
933,817,51,11,01:36.2,96222
933,817,52,11,01:12.0,72004
933,817,53,11,01:11.7,71739
933,817,54,11,01:11.8,71779
933,817,55,11,01:11.8,71809
933,817,56,11,01:11.7,71742
933,817,57,11,01:11.7,71715
933,817,58,11,01:11.8,71838
933,817,59,11,01:12.3,72256
933,817,60,10,01:12.4,72364
933,817,61,10,01:11.9,71905
933,817,62,10,01:11.7,71690
933,817,63,10,01:15.8,75818
933,817,64,10,01:12.0,72012
933,817,65,10,01:12.1,72093
933,817,66,10,01:12.1,72130
933,817,67,10,01:11.9,71916
933,817,68,10,01:11.8,71835
933,817,69,10,01:11.7,71689
933,817,70,10,01:12.0,71962
933,18,1,17,01:48.7,108678
933,18,2,16,02:18.0,138046
933,18,3,16,02:04.2,124174
933,18,4,17,02:01.9,121925
933,18,5,17,01:52.2,112208
933,18,6,17,01:42.2,102229
933,18,7,17,01:41.2,101204
933,18,8,17,01:58.6,118603
933,829,1,18,01:49.8,109759
934,13,1,1,01:54.1,114061
934,13,2,1,02:35.8,155792
934,13,3,1,02:27.3,147274
934,13,4,1,01:41.1,101141
934,13,5,1,01:40.3,100272
934,13,6,1,01:39.5,99515
934,13,7,1,01:39.8,99778
934,13,8,1,01:39.7,99701
934,13,9,1,01:39.4,99408
934,13,10,1,01:39.6,99646
934,13,11,1,01:39.4,99434
934,13,12,1,01:39.5,99459
934,13,13,1,01:39.6,99614
934,13,14,1,01:39.5,99471
934,13,15,1,01:39.3,99298
934,13,16,1,01:39.6,99608
934,13,17,1,01:39.6,99637
934,13,18,1,01:39.6,99557
934,13,19,2,01:39.4,99352
934,13,20,1,01:37.9,97901
934,13,21,3,01:58.4,118445
934,13,22,2,01:37.7,97691
934,13,23,2,01:37.7,97663
934,13,24,2,01:37.7,97699
934,13,25,2,01:37.5,97548
934,13,26,2,01:37.5,97466
934,13,27,2,01:37.6,97576
934,13,28,2,01:37.7,97746
934,13,29,2,01:37.6,97580
934,13,30,2,01:37.7,97653
934,13,31,2,01:37.5,97485
934,13,32,2,01:37.5,97508
934,13,33,2,01:37.7,97710
934,13,34,2,02:12.4,132355
934,13,35,2,01:58.2,118235
934,13,36,2,01:39.3,99265
934,13,37,2,01:38.9,98935
934,13,38,2,01:47.5,107451
934,13,39,2,01:48.2,108212
934,13,40,2,01:45.7,105684
934,13,41,3,01:44.2,104245
934,13,42,3,01:42.6,102580
934,13,43,3,01:45.6,105550
934,13,44,3,02:00.9,120875
934,13,45,4,02:16.0,135965
934,13,46,4,01:52.6,112623
934,13,47,4,01:51.9,111887
934,13,48,4,01:51.4,111411
934,13,49,4,01:51.4,111407
934,13,50,4,01:52.0,111962
934,13,51,4,01:52.6,112649
934,13,52,4,01:53.6,113588
934,1,1,2,01:57.1,117101
934,1,2,2,02:34.1,154074
934,1,3,3,02:26.9,146869
934,1,4,3,01:41.9,101877
934,1,5,3,01:40.5,100474
934,1,6,3,01:39.8,99765
934,1,7,3,01:39.3,99293
934,1,8,3,01:39.3,99319
934,1,9,3,01:39.6,99567
934,1,10,3,01:39.3,99291
934,1,11,3,01:39.5,99481
934,1,12,3,01:39.9,99871
934,1,13,3,01:39.3,99349
934,1,14,3,01:39.6,99566
934,1,15,3,01:39.4,99357
934,1,16,3,01:39.4,99398
934,1,17,3,01:39.5,99470
934,1,18,3,01:39.8,99838
934,1,19,1,01:37.8,97846
934,1,20,4,01:56.3,116349
934,1,21,2,01:37.3,97274
934,1,22,1,01:37.2,97227
934,1,23,1,01:37.5,97501
934,1,24,1,01:37.2,97187
934,1,25,1,01:37.4,97358
934,1,26,1,01:37.3,97344
934,1,27,1,01:37.7,97695
934,1,28,1,01:37.4,97416
934,1,29,1,01:37.1,97093
934,1,30,1,01:37.4,97356
934,1,31,1,01:37.1,97149
934,1,32,1,01:37.1,97125
934,1,33,1,01:37.5,97465
934,1,34,1,02:12.8,132759
934,1,35,1,01:58.0,118039
934,1,36,1,01:38.1,98068
934,1,37,1,01:37.6,97600
934,1,38,1,01:49.3,109338
934,1,39,1,01:49.6,109591
934,1,40,1,01:43.7,103748
934,1,41,1,01:43.9,103864
934,1,42,1,01:41.2,101184
934,1,43,1,01:41.2,101160
934,1,44,2,02:09.7,129721
934,1,45,1,01:52.7,112659
934,1,46,1,01:51.5,111473
934,1,47,1,01:50.7,110676
934,1,48,1,01:50.3,110344
934,1,49,1,01:50.6,110625
934,1,50,1,01:50.5,110510
934,1,51,1,01:51.0,110997
934,1,52,1,01:52.0,112028
934,822,1,3,01:58.6,118560
934,822,2,3,02:33.4,153435
934,822,3,2,02:25.8,145843
934,822,4,2,01:41.2,101208
934,822,5,2,01:40.4,100396
934,822,6,2,01:39.7,99651
934,822,7,2,01:39.4,99445
934,822,8,2,01:39.5,99480
934,822,9,2,01:39.7,99672
934,822,10,2,01:39.4,99430
934,822,11,2,01:39.6,99572
934,822,12,2,01:39.5,99469
934,822,13,2,01:39.6,99557
934,822,14,2,01:39.4,99439
934,822,15,2,01:39.4,99404
934,822,16,2,01:39.4,99398
934,822,17,2,01:39.8,99752
934,822,18,2,01:39.6,99560
934,822,19,3,01:39.4,99387
934,822,20,3,01:39.2,99184
934,822,21,1,01:36.6,96610
934,822,22,3,01:58.4,118416
934,822,23,3,01:37.8,97775
934,822,24,3,01:37.6,97627
934,822,25,3,01:37.6,97630
934,822,26,3,01:37.7,97698
934,822,27,3,01:37.6,97560
934,822,28,3,01:37.9,97856
934,822,29,3,01:37.6,97639
934,822,30,3,01:37.6,97561
934,822,31,3,01:37.6,97598
934,822,32,3,01:37.5,97513
934,822,33,3,01:38.2,98155
934,822,34,3,02:12.6,132608
934,822,35,3,01:57.9,117898
934,822,36,3,01:39.3,99301
934,822,37,3,01:39.1,99124
934,822,38,3,01:48.7,108684
934,822,39,4,01:49.3,109349
934,822,40,4,01:45.6,105638
934,822,41,4,01:43.0,102971
934,822,42,4,01:42.9,102893
934,822,43,4,01:47.3,107345
934,822,44,4,02:04.1,124140
934,822,45,5,02:23.1,143106
934,822,46,5,01:55.2,115218
934,822,47,5,01:54.5,114474
934,822,48,5,01:53.0,113002
934,822,49,5,01:52.9,112862
934,822,50,5,01:53.7,113688
934,822,51,5,01:54.1,114060
934,822,52,5,01:53.1,113082
934,3,1,4,01:59.2,119219
934,3,2,4,02:33.7,153686
934,3,3,4,02:25.3,145275
934,3,4,4,01:42.4,102375
934,3,5,4,01:40.9,100865
934,3,6,4,01:39.8,99849
934,3,7,4,01:39.3,99331
