195,65,63,7,01:26.8,86772
195,65,64,7,01:28.6,88576
195,64,1,21,03:08.1,188069
195,64,2,21,01:31.3,91344
195,64,3,21,01:28.4,88397
195,64,4,21,01:28.2,88199
195,64,5,21,01:29.4,89401
195,64,6,21,01:28.7,88737
195,64,7,21,01:28.3,88320
195,64,8,21,01:28.6,88576
195,64,9,21,01:28.3,88292
195,64,10,21,01:28.6,88562
195,64,11,21,01:28.4,88384
195,64,12,21,01:28.8,88765
195,64,13,21,01:28.9,88858
195,64,14,21,01:27.8,87829
195,64,15,21,01:27.8,87805
195,64,16,21,01:27.6,87638
195,64,17,21,01:27.7,87745
195,64,18,21,01:27.9,87865
195,64,19,21,01:28.0,88039
195,64,20,21,01:28.4,88413
195,63,1,14,01:39.4,99413
195,63,2,14,01:30.1,90079
195,63,3,14,01:29.1,89098
195,63,4,14,01:28.1,88129
195,63,5,14,01:28.1,88133
195,63,6,14,01:29.8,89849
195,63,7,14,01:28.3,88347
195,63,8,14,01:28.3,88273
195,63,9,14,01:28.2,88190
195,63,10,14,01:28.5,88476
195,63,11,14,01:28.0,87971
195,63,12,14,01:28.1,88051
195,63,13,14,01:28.0,88049
195,63,14,14,01:28.2,88177
195,63,15,14,01:27.9,87933
195,63,16,14,01:29.1,89067
195,63,17,14,01:28.4,88353
195,63,18,14,01:28.3,88347
195,63,19,13,01:28.0,88039
195,63,20,12,01:28.1,88145
195,63,21,12,01:27.8,87767
195,22,1,7,01:35.1,95113
195,22,2,7,01:28.0,87979
195,22,3,7,01:27.1,87127
195,22,4,7,01:26.9,86852
195,22,5,7,01:27.2,87244
195,22,6,7,01:27.2,87249
195,22,7,7,01:27.2,87208
195,22,8,7,01:27.5,87453
195,22,9,7,01:27.3,87312
195,22,10,7,01:27.4,87387
195,22,11,7,01:27.2,87193
195,22,12,7,01:27.3,87288
195,22,13,7,01:27.2,87249
195,22,14,7,01:27.2,87197
195,22,15,7,01:27.4,87367
195,22,16,7,01:27.2,87178
195,22,17,7,01:27.2,87188
195,22,18,7,01:27.0,86962
195,22,19,7,01:27.1,87072
195,22,20,7,01:27.0,87016
195,22,21,7,01:27.1,87141
195,22,22,7,01:28.7,88723
195,22,23,8,01:47.4,107350
195,22,24,8,01:26.5,86532
195,22,25,8,01:27.2,87205
195,22,26,8,01:27.1,87082
195,22,27,8,01:27.1,87093
195,22,28,7,01:27.3,87283
195,22,29,5,01:27.2,87225
195,22,30,5,01:27.2,87191
195,22,31,5,01:27.0,87015
195,22,32,5,01:27.2,87166
195,22,33,5,01:26.9,86873
195,22,34,5,01:27.0,86992
195,22,35,5,01:27.1,87132
195,22,36,5,01:26.8,86841
195,22,37,5,01:26.7,86711
195,22,38,5,01:27.0,86984
195,22,39,5,01:27.1,87073
195,22,40,5,01:27.1,87111
195,22,41,5,01:27.1,87128
195,22,42,5,01:27.2,87170
195,22,43,5,01:26.8,86846
195,22,44,6,01:28.7,88743
195,22,45,6,01:48.2,108207
195,22,46,5,01:27.3,87253
195,22,47,5,01:26.6,86558
195,22,48,5,01:26.8,86826
195,22,49,5,01:27.1,87099
195,22,50,5,01:27.3,87257
195,22,51,5,01:27.4,87423
195,22,52,5,01:27.1,87054
195,22,53,5,01:27.2,87205
195,22,54,5,01:27.6,87645
195,22,55,5,01:27.1,87080
195,22,56,5,01:28.6,88649
195,22,57,5,01:27.4,87420
195,22,58,5,01:27.7,87711
195,22,59,5,01:29.1,89052
195,22,60,5,01:27.6,87597
195,22,61,5,01:27.5,87510
195,22,62,5,01:27.4,87368
195,22,63,5,01:27.0,86970
195,22,64,5,01:27.3,87307
195,76,1,13,01:38.6,98638
195,76,2,13,01:30.5,90463
195,76,3,13,01:29.1,89058
195,76,4,13,01:27.8,87821
195,76,5,13,01:28.0,88009
195,76,6,13,01:28.4,88436
195,76,7,13,01:28.2,88214
195,76,8,13,01:29.1,89129
195,76,9,13,01:28.6,88645
195,76,10,13,01:28.2,88184
195,76,11,13,01:28.2,88239
195,76,12,13,01:28.0,87956
195,76,13,13,01:27.6,87603
195,76,14,13,01:28.2,88176
195,76,15,13,01:28.2,88221
195,76,16,13,01:28.5,88506
195,76,17,13,01:27.8,87822
195,76,18,13,01:27.8,87760
195,76,19,12,01:30.6,90576
195,76,20,19,01:50.4,110437
195,76,21,17,01:27.8,87767
195,76,22,15,01:28.2,88224
195,76,23,15,01:29.1,89086
195,76,24,14,01:28.2,88246
195,76,25,13,01:28.1,88128
195,76,26,13,01:28.2,88220
195,76,27,13,01:29.3,89277
195,76,28,13,01:29.3,89294
195,76,29,12,01:31.0,90951
195,76,30,12,01:29.8,89828
195,76,31,12,01:28.5,88487
195,76,32,12,01:28.1,88127
195,76,33,12,01:27.8,87793
195,76,34,11,01:27.7,87673
195,76,35,10,01:28.0,88037
195,76,36,10,01:28.0,87959
195,76,37,10,01:28.2,88164
195,76,38,10,01:30.0,89974
195,76,39,11,01:30.2,90174
195,76,40,11,01:28.9,88942
195,76,41,11,01:28.0,88005
195,76,42,11,01:30.3,90293
195,76,43,13,01:54.6,114590
195,76,44,13,01:27.2,87203
195,76,45,13,01:27.7,87739
195,76,46,13,01:28.3,88344
195,76,47,12,01:28.7,88673
195,76,48,12,01:28.9,88860
195,76,49,13,01:29.6,89553
195,76,50,13,01:28.6,88583
195,76,51,13,01:28.2,88169
195,76,52,13,01:28.3,88327
195,76,53,13,01:28.4,88442
195,76,54,13,01:27.8,87768
195,76,55,13,01:28.2,88237
195,76,56,13,01:29.2,89163
195,76,57,13,01:28.3,88267
195,76,58,13,01:28.1,88104
195,76,59,13,01:28.4,88368
195,76,60,13,01:29.1,89072
195,76,61,12,01:32.0,91981
195,76,62,12,01:28.6,88601
195,76,63,12,01:28.4,88417
195,68,1,15,01:40.5,100521
195,68,2,15,01:29.8,89798
195,68,3,15,01:30.3,90256
195,68,4,15,01:29.1,89144
195,68,5,15,01:28.9,88927
195,68,6,15,01:29.1,89105
195,68,7,15,01:28.9,88885
195,68,8,15,01:29.1,89106
195,68,9,15,01:29.2,89162
195,68,10,15,01:28.8,88780
195,68,11,15,01:28.5,88463
195,68,12,15,01:28.5,88546
195,68,13,15,01:29.4,89368
195,68,14,15,01:28.6,88634
195,68,15,15,01:28.7,88693
195,68,16,15,01:29.2,89242
195,68,17,15,01:28.3,88342
195,68,18,15,01:28.2,88211
195,68,19,15,01:28.4,88422
195,68,20,14,01:28.7,88733
195,68,21,15,01:30.8,90786
195,68,22,17,01:51.4,111393
195,68,23,17,01:29.8,89786
195,68,24,16,01:28.8,88838
195,68,25,16,01:28.7,88659
195,68,26,16,01:28.2,88184
195,68,27,16,01:28.4,88434
195,68,28,16,01:28.2,88206
195,68,29,14,01:28.4,88397
195,68,30,14,01:28.3,88309
195,68,31,14,01:28.3,88262
195,68,32,14,01:29.2,89160
195,68,33,14,01:28.2,88167
195,68,34,14,01:28.1,88066
195,68,35,14,01:28.4,88378
195,68,36,14,01:28.1,88138
195,68,37,14,01:28.2,88248
195,68,38,14,01:28.4,88367
195,68,39,15,01:32.9,92855
195,68,40,15,01:32.1,92095
195,68,41,15,01:51.7,111700
195,68,42,15,01:28.7,88717
195,68,43,15,01:29.2,89219
195,68,44,15,01:29.1,89108
195,68,45,15,01:30.2,90238
195,68,46,15,01:31.3,91255
195,68,47,14,01:29.7,89676
195,68,48,14,01:30.7,90715
195,68,49,14,01:29.6,89590
195,68,50,14,01:30.4,90378
195,68,51,14,01:33.2,93177
195,68,52,14,01:29.0,89027
195,68,53,14,01:28.8,88785
195,68,54,14,01:28.9,88885
195,68,55,14,01:30.2,90234
195,68,56,14,01:29.3,89270
195,68,57,14,01:28.5,88470
195,68,58,14,01:28.6,88587
195,68,59,14,01:30.2,90171
195,68,60,14,01:29.7,89663
195,68,61,13,01:29.3,89286
195,68,62,13,01:28.9,88923
195,68,63,13,01:29.5,89481
195,75,1,16,01:41.0,100979
195,75,2,16,01:29.9,89913
195,75,3,16,01:30.3,90254
195,75,4,16,01:29.3,89335
195,75,5,16,01:29.2,89178
195,75,6,17,01:30.3,90305
195,75,7,17,01:29.0,89017
195,75,8,17,01:29.0,88980
195,75,9,17,01:29.4,89400
195,75,10,18,01:31.1,91066
195,75,11,18,01:29.4,89379
195,75,12,18,01:29.1,89105
195,75,13,18,01:28.8,88809
195,75,14,18,01:28.9,88888
195,75,15,18,01:28.8,88772
195,75,16,18,01:28.9,88859
195,75,17,18,01:28.5,88537
195,75,18,18,01:28.6,88556
195,75,19,18,01:28.6,88608
195,75,20,16,01:29.6,89648
195,75,21,16,01:29.0,89030
195,75,22,14,01:28.4,88415
195,75,23,14,01:30.5,90524
195,75,24,18,01:50.6,110618
195,75,25,18,01:27.8,87767
195,75,26,18,01:28.1,88058
195,75,27,18,01:28.3,88266
195,75,28,18,01:28.4,88399
195,75,29,16,01:28.1,88138
195,75,30,16,01:29.1,89090
195,75,31,16,01:28.7,88654
195,75,32,16,01:28.4,88398
195,75,33,16,01:28.6,88625
195,75,34,16,01:30.4,90366
195,75,35,16,01:29.9,89894
195,75,36,16,01:29.3,89260
195,75,37,16,01:28.9,88871
195,75,38,16,01:29.2,89212
195,75,39,16,01:29.5,89477
195,75,40,16,01:31.2,91214
195,75,41,17,01:53.2,113241
195,75,42,17,01:30.5,90509
195,75,43,16,01:29.1,89088
195,75,44,16,01:29.5,89466
195,75,45,16,01:29.3,89275
195,75,46,16,01:30.9,90932
195,75,47,15,01:30.4,90388
195,75,48,15,01:29.4,89404
195,75,49,15,01:30.2,90186
195,75,50,15,01:29.5,89451
195,75,51,15,01:29.5,89513
195,75,52,15,01:29.3,89302
195,75,53,15,01:29.3,89274
195,75,54,15,01:29.1,89149
195,75,55,15,01:29.0,88995
195,75,56,15,01:28.9,88913
195,75,57,15,01:30.1,90064
195,75,58,15,01:29.4,89416
195,75,59,15,01:28.9,88854
195,75,60,15,01:28.9,88856
195,75,61,14,01:28.5,88511
195,75,62,14,01:28.6,88641
195,75,63,14,01:30.0,90036
195,74,1,18,01:41.9,101861
195,74,2,18,01:29.9,89887
195,74,3,18,01:30.5,90483
195,74,4,18,01:29.4,89361
195,74,5,18,01:29.1,89139
195,74,6,18,01:29.8,89800
195,74,7,19,01:30.0,89975
195,74,8,19,01:28.8,88824
195,74,9,19,01:29.4,89409
195,74,10,19,01:30.2,90210
195,74,11,19,01:29.7,89736
195,74,12,19,01:28.9,88910
195,74,13,19,01:29.0,89027
195,74,14,19,01:28.8,88773
195,74,15,19,01:28.6,88557
195,74,16,19,01:29.0,89016
195,74,17,19,01:29.0,88983
195,74,18,19,01:28.6,88587
195,74,19,19,01:29.1,89106
195,74,20,17,01:28.8,88781
195,74,21,18,01:31.7,91685
195,74,22,19,01:52.0,112048
195,74,23,19,01:28.1,88136
195,74,24,19,01:28.5,88548
195,74,25,19,01:28.7,88661
195,74,26,19,01:28.9,88937
195,74,27,19,01:28.0,88046
195,74,28,19,01:29.2,89171
195,74,29,17,01:28.5,88490
195,74,30,17,01:27.9,87924
195,74,31,17,01:28.1,88104
195,74,32,17,01:27.9,87911
195,74,33,17,01:29.3,89316
195,74,34,17,01:28.1,88136
195,74,35,17,01:28.8,88819
195,74,36,17,01:29.1,89134
195,74,37,17,01:29.0,89017
195,74,38,17,01:31.6,91562
195,74,39,17,01:51.6,111606
195,74,40,17,01:27.6,87618
195,74,41,16,01:28.7,88711
195,74,42,16,01:31.5,91514
195,74,43,17,01:49.7,109700
195,74,44,17,01:28.0,88047
195,74,45,17,01:27.9,87928
195,74,46,17,01:27.7,87683
195,74,47,16,01:27.6,87601
195,74,48,16,01:27.9,87902
195,74,49,16,01:28.1,88092
195,74,50,16,01:27.9,87864
195,74,51,16,01:27.9,87911
195,74,52,16,01:28.2,88171
195,74,53,16,01:28.7,88663
195,74,54,16,01:28.5,88532
195,74,55,16,01:29.0,88986
195,74,56,16,01:28.9,88878
195,74,57,16,01:29.9,89933
195,74,58,16,01:29.6,89639
195,74,59,16,01:28.9,88882
195,74,60,16,01:29.1,89126
195,74,61,15,01:28.3,88312
195,74,62,15,01:30.2,90221
195,74,63,15,01:28.6,88573
196,35,1,14,01:42.1,102111
196,35,2,14,01:30.7,90708
196,35,3,14,01:28.3,88299
196,35,4,14,01:28.3,88340
196,35,5,14,01:28.6,88596
196,35,6,14,01:28.2,88165
196,35,7,14,01:28.1,88062
196,35,8,14,01:28.0,87957
196,35,9,14,01:27.7,87674
196,35,10,13,01:28.5,88509
196,35,11,13,01:28.3,88275
196,35,12,12,01:29.1,89106
196,35,13,12,01:27.3,87324
196,35,14,12,01:26.3,86319
196,35,15,12,01:26.3,86349
196,35,16,12,01:26.5,86531
196,35,17,12,01:26.4,86396
196,35,18,11,01:26.9,86856
196,35,19,11,01:26.5,86545
196,35,20,11,01:26.3,86339
196,35,21,11,01:27.7,87671
196,35,22,11,01:27.3,87303
196,35,23,11,01:27.1,87086
196,35,24,11,01:27.8,87792
196,35,25,11,01:27.3,87258
196,35,26,11,01:26.6,86612
196,35,27,11,01:27.8,87812
196,35,28,11,01:27.3,87326
196,35,29,11,01:30.1,90060
196,35,30,11,01:26.7,86745
196,35,31,11,01:26.8,86776
196,35,32,11,01:27.3,87262
196,35,33,11,01:28.3,88252
196,35,34,11,01:27.9,87866
196,35,35,11,01:28.3,88333
196,35,36,11,01:29.9,89859
196,35,37,10,01:31.3,91287
196,35,38,8,01:26.5,86450
196,35,39,8,01:26.1,86078
196,35,40,8,01:26.4,86371
196,35,41,8,01:25.5,85458
196,35,42,8,01:25.5,85534
196,35,43,6,01:26.3,86341
196,35,44,6,01:28.2,88204
196,35,45,6,01:25.9,85919
196,35,46,6,01:25.9,85878
196,35,47,6,01:24.9,84873
196,35,48,6,01:25.3,85307
196,35,49,6,01:26.9,86887
196,35,50,6,01:25.9,85879
196,35,51,6,01:25.2,85236
196,35,52,6,01:25.4,85360
196,35,53,6,01:25.2,85160
196,35,54,6,01:42.6,102624
196,35,55,6,01:29.5,89544
196,35,56,6,01:24.8,84788
196,35,57,6,01:26.4,86423
196,35,58,6,01:25.1,85127
196,35,59,6,01:25.4,85355
196,35,60,6,01:25.2,85227
196,35,61,6,01:25.3,85328
196,35,62,6,01:25.0,84987
196,35,63,6,01:25.0,84986
196,35,64,6,01:24.7,84737
196,35,65,6,01:25.4,85445
196,35,66,6,01:25.1,85097
196,35,67,6,01:25.3,85316
196,35,68,6,01:25.8,85849
196,35,69,6,01:26.2,86173
196,35,70,6,01:24.4,84381
196,35,71,6,01:25.3,85291
196,35,72,6,01:25.9,85875
196,35,73,5,01:26.5,86496
196,35,74,5,01:27.6,87568
196,35,75,5,01:27.2,87241
196,35,76,5,01:26.7,86747
196,35,77,5,01:29.5,89510
196,49,1,6,01:34.9,94863
196,49,2,6,01:27.3,87346
196,49,3,6,01:27.5,87460
196,49,4,6,01:26.9,86866
196,49,5,6,01:26.8,86777
196,49,6,6,01:27.2,87185
196,49,7,6,01:27.4,87374
196,49,8,6,01:27.3,87273
196,49,9,6,01:27.3,87318
196,30,1,4,01:32.4,92385
196,30,2,4,01:26.3,86298
196,30,3,4,01:26.4,86355
196,30,4,4,01:26.1,86068
196,30,5,4,01:25.8,85819
196,30,6,4,01:25.8,85782
196,30,7,4,01:25.3,85323
196,30,8,4,01:25.5,85461
196,30,9,4,01:25.8,85804
196,30,10,4,01:24.9,84879
196,30,11,4,01:24.8,84795
196,30,12,4,01:24.5,84458
196,30,13,4,01:24.5,84503
196,30,14,4,01:24.6,84581
196,30,15,4,01:24.6,84622
196,30,16,4,01:24.5,84477
196,30,17,4,01:24.9,84940
196,30,18,3,01:25.5,85471
196,30,19,3,01:24.4,84374
196,30,20,3,01:24.0,83988
196,30,21,3,01:24.1,84128
196,30,22,3,01:23.9,83907
196,30,23,3,01:24.0,84021
196,30,24,3,01:24.1,84081
196,30,25,3,01:24.0,83963
196,30,26,3,01:24.2,84215
196,30,27,3,01:24.1,84139
196,30,28,3,01:25.0,84985
196,30,29,3,01:25.6,85554
196,30,30,4,01:42.6,102638
196,30,31,3,01:26.6,86624
196,30,32,3,01:23.9,83933
196,30,33,3,01:24.6,84608
196,30,34,3,01:25.5,85546
196,30,35,3,01:26.3,86330
196,30,36,3,01:25.5,85542
196,30,37,3,01:26.5,86467
196,30,38,16,05:30.1,330053
196,30,39,16,01:29.2,89155
196,30,40,16,01:25.8,85846
196,30,41,16,01:28.5,88461
196,30,42,16,01:25.1,85073
196,30,43,15,01:25.1,85071
196,30,44,15,01:25.8,85754
196,30,45,14,01:26.1,86128
196,30,46,14,01:25.1,85090
196,30,47,14,01:24.2,84230
196,30,48,14,01:24.1,84100
196,30,49,14,01:24.3,84261
196,30,50,13,01:25.7,85659
196,30,51,13,01:25.3,85342
196,30,52,13,01:23.8,83801
196,30,53,13,01:23.6,83564
196,30,54,13,01:24.0,84009
196,30,55,13,01:24.2,84181
196,30,56,13,01:25.8,85837
196,30,57,12,01:23.8,83759
196,30,58,12,01:23.8,83761
196,30,59,12,01:25.1,85143
196,30,60,12,01:24.0,83978
196,30,61,12,01:23.4,83434
196,30,62,12,01:23.7,83674
196,30,63,12,01:24.9,84865
196,30,64,12,01:23.4,83358
196,30,65,12,01:23.2,83189
196,30,66,12,01:23.9,83888
196,30,67,12,01:23.3,83340
196,30,68,12,01:23.2,83212
196,30,69,12,01:24.3,84267
196,30,70,12,01:24.5,84484
196,30,71,11,01:25.9,85903
196,30,72,11,01:26.3,86341
196,30,73,10,01:25.1,85056
196,30,74,10,01:25.0,85034
196,30,75,10,01:26.0,86032
196,30,76,10,01:37.4,97393
196,56,1,7,01:35.9,95904
196,56,2,7,01:27.7,87731
196,56,3,7,01:27.3,87311
196,56,4,7,01:26.7,86731
196,56,5,7,01:26.7,86710
196,56,6,7,01:26.6,86595
196,56,7,7,01:27.4,87369
196,56,8,7,01:27.3,87268
196,56,9,7,01:27.4,87436
196,56,10,6,01:29.2,89188
196,56,11,6,01:26.4,86413
196,56,12,6,01:25.5,85541
196,56,13,6,01:25.5,85490
196,56,14,6,01:25.7,85654
196,56,15,6,01:25.6,85590
196,56,16,6,01:25.3,85345
196,56,17,6,01:25.4,85366
196,56,18,5,01:25.6,85642
196,56,19,5,01:25.8,85757
